trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,15.90289230000053,None,space,1.7304986999952234,15.90289230000053,None,t,001,2022-06-21_16h15.21.272,MemoryStudy,2022.1.4,59.90405766467916,
