trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.223339700140059,12.23145189974457,space,1.2178709991276264,11.223339700140059,None,h,001,2022-06-16_16h24.37.429,MemoryStudy,2022.1.4,59.889742799330975,
