trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.663579899817705,None,space,0.46948269940912724,8.663579899817705,None,g,001,2022-06-16_16h49.10.568,MemoryStudy,2022.1.4,59.949702054272365,
