trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.49027149938047,None,space,0.8595616007223725,10.49027149938047,None,t,001,2022-06-16_15h15.25.615,MemoryStudy,2022.1.4,59.94488690729666,
