TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,MemTest.started,MemTest.stopped,MemResponse.keys,MemResponse.rt,MemResponse.started,MemResponse.stopped,Display.started,Display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.01867360000324,None,space,1.8798698999889893,11.01867360000324,None,,,,,,,,,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,giraffe.jpg,P,P,JPG\,giraffe,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\giraffe.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,0,0,0,,,,,,,13.113044400000945,None,1,0.9767334000061965,13.113044400000945,None,13.113044400000945,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,greathornowl.jpg,P,P,JPG\,greathornowl,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\greathornowl.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,1,1,1,,,,,,,14.117749000011827,None,1,0.42097979999380186,14.117749000011827,None,14.117749000011827,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,candle08b.jpg,P,P,JPG\,candle08b,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\candle08b.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,2,2,2,,,,,,,14.68224390000978,None,1,0.7517330999980913,14.68224390000978,None,14.68224390000978,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,horse.jpg,P,P,JPG\,horse,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\horse.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,3,3,3,,,,,,,15.541442000001553,None,1,0.8531163000006927,15.541442000001553,None,15.541442000001553,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,snowman.jpg,P,P,JPG\,snowman,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\snowman.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,4,4,4,,,,,,,16.416951400009566,None,1,0.8092793999967398,16.416951400009566,None,16.416951400009566,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,squirrel.jpg,P,P,JPG\,squirrel,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\squirrel.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,5,5,5,,,,,,,17.253689900011523,None,1,0.748500999994576,17.253689900011523,None,17.253689900011523,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,firtree.jpg,P,P,JPG\,firtree,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\firtree.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,6,6,6,,,,,,,18.153165499999886,None,1,0.6329914999951143,18.153165499999886,None,18.153165499999886,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,bowlingball.jpg,P,P,JPG\,bowlingball,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\bowlingball.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,7,7,7,,,,,,,18.820597400001134,None,1,0.6614949999930104,18.820597400001134,None,18.820597400001134,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
Mem,1,bowlingpin.jpg,P,P,JPG\,bowlingpin,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\bowlingpin.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,8,8,8,,,,,,,19.503947900011553,None,1,0.7302339000016218,19.503947900011553,None,19.503947900011553,None,t,001,2022-06-21_17h36.53.346,MemoryStudy,2022.1.4,59.94977408067924,
