trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.312435799278319,None,space,0.47367180045694113,8.312435799278319,None,k,001,2022-06-16_16h36.20.270,MemoryStudy,2022.1.4,59.95067240655758,
