trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.563403099775314,None,space,0.6812501000240445,10.563403099775314,None,f,001,2022-06-16_15h59.22.060,MemoryStudy,2022.1.4,59.854971206292525,
