trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,16.89853539969772,17.901410600170493,space,1.077913200482726,16.89853539969772,None,n,001,2022-06-16_16h35.50.494,MemoryStudy,2022.1.4,59.94168872779517,
