trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.345272900536656,9.348858800716698,space,1.2800484001636505,8.345272900536656,None,j,001,2022-06-16_16h40.38.192,MemoryStudy,2022.1.4,59.93026514272121,
