TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,MemTest.started,MemTest.stopped,MemResponse.keys,MemResponse.rt,MemResponse.started,MemResponse.stopped,Display.started,Display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,15.59303170000203,None,space,0.6118546999932732,15.59303170000203,None,,,,,,,,,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,snail.jpg,Z,Z,JPG\,snail,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\snail.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,0,0,514,,,,,,,16.526801300002262,None,1,1.0784317000070587,16.526801300002262,None,16.526801300002262,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,helmet.jpg,Z,Z,JPG\,helmet,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\helmet.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,1,1,501,,,,,,,17.72113370000443,None,1,0.5720716999931028,17.72113370000443,None,17.72113370000443,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,strawberry.jpg,Z,Z,JPG\,strawberry,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\strawberry.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,2,2,217,,,,,,,18.407139799994184,None,1,0.42200900000170805,18.407139799994184,None,18.407139799994184,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,sock01a.jpg,Z,Z,JPG\,sock01a,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\sock01a.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,3,3,240,,,,,,,18.966654300005757,None,1,0.4220497000060277,18.966654300005757,None,18.966654300005757,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,icescraper.jpg,Z,Z,JPG\,icescraper,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\icescraper.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,4,4,502,,,,,,,19.521645500004524,None,1,0.3558276000112528,19.521645500004524,None,19.521645500004524,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,sunflowerseeds.jpg,Z,Z,JPG\,sunflowerseeds,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\sunflowerseeds.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,5,5,408,,,,,,,19.98472710000351,None,1,0.37205779999203514,19.98472710000351,None,19.98472710000351,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,1,treadmill.jpg,P,P,JPG\,treadmill,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\treadmill.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,6,6,119,,,,,,,20.468214599997737,None,1,0.3607898999907775,20.468214599997737,None,20.468214599997737,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,ring01.jpg,Z,Z,JPG\,ring01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\ring01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,7,7,251,,,,,,,20.942996600002516,None,1,0.34217740000167396,20.942996600002516,None,20.942996600002516,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,celery.jpg,Z,Z,JPG\,celery,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\celery.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,8,8,221,,,,,,,21.39670599999954,None,1,0.368841399991652,21.39670599999954,None,21.39670599999954,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,aloe01.jpg,Z,Z,JPG\,aloe01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\aloe01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,9,9,385,,,,,,,21.901862900005654,None,1,0.4069057000015164,21.901862900005654,None,21.901862900005654,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,99,windowshutter.jpg,Z,Z,JPG\,windowshutter,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\windowshutter.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,10,10,442,,,,,,,22.434970599992084,None,1,0.4024317000003066,22.434970599992084,None,22.434970599992084,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
Mem,5,safe.jpg,P,P,JPG\,safe,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\safe.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,11,11,206,,,,,,,22.86241190000146,None,1,0.5273585000104504,22.86241190000146,None,22.86241190000146,None,t,001,2022-06-21_17h12.32.210,MemoryStudy,2022.1.4,59.93687448631895,
