TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,MemTest.started,MemTest.stopped,MemResponse.keys,MemResponse.rt,MemResponse.started,MemResponse.stopped,Display.started,Display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.384572299997672,None,space,0.8018449999945005,10.384572299997672,None,,,,,,,,,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,1,lion.jpg,P,P,JPG\,lion,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\lion.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,0,0,110,,,,,,,11.387050599994836,None,1,0.5111162000102922,11.387050599994836,None,11.387050599994836,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,5,footballhelmet.jpg,P,P,JPG\,footballhelmet,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\footballhelmet.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,1,1,195,,,,,,,11.931571199995233,None,1,0.43027140000776853,11.931571199995233,None,11.931571199995233,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,99,wafflemaker.jpg,Z,Z,JPG\,wafflemaker,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\wafflemaker.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,2,2,356,,,,,,,12.49860940000508,None,1,0.479563999993843,12.49860940000508,None,12.49860940000508,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,99,binoculars01b.jpg,Z,Z,JPG\,binoculars01b,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\binoculars01b.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,3,3,253,,,,,,,13.087157699992531,None,1,0.562549800000852,13.087157699992531,None,13.087157699992531,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,99,ashtray01.jpg,Z,Z,JPG\,ashtray01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\ashtray01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,4,4,255,,,,,,,13.762532199994894,None,1,0.606973800007836,13.762532199994894,None,13.762532199994894,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
Mem,99,chainlinkfence.jpg,Z,Z,JPG\,chainlinkfence,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\chainlinkfence.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,5,5,361,,,,,,,14.497684899994056,None,1,0.5286788999947021,14.497684899994056,None,14.497684899994056,None,t,001,2022-06-21_17h16.20.793,MemoryStudy,2022.1.4,59.97497843872853,
