trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.969255200587213,8.968834600411355,space,1.0702819004654884,7.969255200587213,None,f,001,2022-06-16_15h51.33.298,MemoryStudy,2022.1.4,59.976992678349575,
