trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.775086600333452,None,space,1.5025318004190922,11.775086600333452,None,,001,2022-06-16_16h52.15.297,MemoryStudy,2022.1.4,59.89619991795148,
