trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.657757599838078,None,space,0.36814930010586977,7.657757599838078,None,w,001,2022-06-16_15h52.05.898,MemoryStudy,2022.1.4,59.967317549115194,
