TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,MemTest.started,MemTest.stopped,MemResponse.keys,MemResponse.rt,MemResponse.started,MemResponse.stopped,Display.started,Display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.5058097000001,None,space,0.3832634999853326,8.5058097000001,None,,,,,,,,,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
Mem,1,chair.jpg,P,P,JPG\,chair,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\chair.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,0,0,101,,,,,,,9.083100200004992,None,1,0.7341708999883849,9.083100200004992,None,9.083100200004992,None,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
Mem,99,icescraper.jpg,Z,Z,JPG\,icescraper,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\icescraper.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,1,1,502,,,,,,,9.981792900012806,None,1,0.29899089998798445,9.981792900012806,None,9.981792900012806,None,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
Mem,99,clock04.jpg,Z,Z,JPG\,clock04,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\clock04.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,2,2,277,,,,,,,10.425222400008352,None,1,0.3287782999832416,10.425222400008352,None,10.425222400008352,None,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
Mem,1,crab01.jpg,P,P,JPG\,crab01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\crab01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,3,3,37,,,,,,,10.841580000007525,None,1,0.36743319999368396,10.841580000007525,None,10.841580000007525,None,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
Mem,99,gift01.jpg,Z,Z,JPG\,gift01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\gift01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,4,4,395,,,,,,,11.339723800003412,None,1,0.3410859999858076,11.339723800003412,None,11.339723800003412,None,t,001,2022-06-21_17h00.11.973,MemoryStudy,2022.1.4,59.9231545439674,
