TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,MemTest.started,MemTest.stopped,MemResponse.keys,MemResponse.rt,MemResponse.started,MemResponse.stopped,Display.started,Display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.589626400003908,None,space,0.3636529000068549,8.589626400003908,None,,,,,,,,,t,001,2022-06-21_16h12.08.881,MemoryStudy,2022.1.4,59.90606728433801,
Mem,5,athleticsock.jpg,P,P,JPG\,athleticsock,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\athleticsock.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,0,0,188,,,,,,,9.16266010000254,None,1,1.7745428000052925,9.16266010000254,None,9.16266010000254,None,t,001,2022-06-21_16h12.08.881,MemoryStudy,2022.1.4,59.90606728433801,
Mem,99,firealarm.jpg,Z,Z,JPG\,firealarm,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\firealarm.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,1,1,452,,,,,,,11.088811599998735,None,1,0.4245035999920219,11.088811599998735,None,11.088811599998735,None,t,001,2022-06-21_16h12.08.881,MemoryStudy,2022.1.4,59.90606728433801,
Mem,99,mushroom01.jpg,Z,Z,JPG\,mushroom01,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\mushroom01.jpg,C:\\Users\\Psychology\\Documents\\ABExperiment\\MemoryStudy\\resources\\JPG\\,0,2,2,226,,,,,,,11.61631430000125,None,1,0.43309369999042246,11.61631430000125,None,11.61631430000125,None,t,001,2022-06-21_16h12.08.881,MemoryStudy,2022.1.4,59.90606728433801,
