trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,22.56894090026617,23.577748799696565,space,2.2680965000763535,22.56894090026617,None,t,001,2022-06-16_15h17.57.761,MemoryStudy,2022.1.4,59.9195280330938,
