trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.69510979950428,None,space,0.3339911997318268,8.69510979950428,None,r,001,2022-06-16_16h18.49.405,MemoryStudy,2022.1.4,60.38552527438745,
