trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.149412900209427,9.15546779986471,space,1.0251919003203511,8.149412900209427,None,h,001,2022-06-16_15h48.47.162,MemoryStudy,2022.1.4,59.95236214635926,
