trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,PicFolder,Picture,FullPathName,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,15.750738400005503,None,space,1.065441099999589,15.750738400005503,None,t,001,2022-06-21_15h40.51.337,MemoryStudy,2022.1.4,59.92455498806974,
