trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.690270599909127,None,space,1.505758000537753,10.690270599909127,None,y,001,2022-06-16_16h48.28.632,MemoryStudy,2022.1.4,59.87934344503267,
