trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,FilePath,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.008038499392569,None,space,0.41370309982448816,8.008038499392569,None,jh,001,2022-06-16_16h37.57.431,MemoryStudy,2022.1.4,59.92951086095656,
