trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialType,Lag,Image,T1PA,T2PA,Picture,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.746226400136948,None,space,0.6066129999235272,7.746226400136948,None,h,001,2022-06-16_15h50.54.098,MemoryStudy,2022.1.4,59.94057511726894,
